"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Mar 15 2024","2460384.9999537035","732196801","0","< 4.44e-8","-","-","-","23.49","1e-8","0","bin815.log"
"Mar 22 2024","2460391.9999537035","732801601","0.72","< 2.23e-7","-","-","-","20.35","1e-8","0","bin816.log"
"Mar 29 2024","2460398.9999537035","733406401","0","< 5.37e-8","-","-","-","19.28","1e-8","0","bin817.log"
"Apr 05 2024","2460405.9999537035","734011201","0","< 5.40e-8","-","-","-","20.66","1e-8","0","bin818.log"
"Apr 12 2024","2460412.9999537035","734616001","2.13","< 1.07e-7","-","-","-","24.13","1e-8","0","bin819.log"
"Apr 19 2024","2460419.9999537035","735220801","0.1","< 5.38e-8","-","-","-","29.01","1e-8","0","bin820.log"
"Apr 26 2024","2460426.9999537035","735825601","2.73","< 8.85e-8","-","-","-","34.74","1e-8","0","bin821.log"
"May 03 2024","2460433.9999537035","736430401","0","< 5.20e-8","-","-","-","40.99","1e-8","0","bin822.log"
"May 10 2024","2460440.9999537035","737035201","2.14","< 9.01e-8","-","-","-","47.59","1e-8","0","bin823.log"
"May 17 2024","2460447.9999537035","737640001","0","< 4.36e-8","-","-","-","54.42","1e-8","0","bin824.log"
"May 24 2024","2460454.9999537035","738244801","6.73","6.13e-8","2.88e-8","-2.55","-","61.42","1e-8","0","bin825.log"
"May 31 2024","2460461.9999537035","738849601","0","< 4.54e-8","-","-","-","68.54","1e-8","0","bin826.log"
"Jun 07 2024","2460468.9999537035","739454401","0","< 4.36e-8","-","-","-","75.75","1e-8","0","bin827.log"
"Jun 14 2024","2460475.9999537035","740059201","0.06","< 3.52e-8","-","-","-","83.00","1e-8","0","bin828.log"
"Jun 21 2024","2460482.9999537035","740664001","0.09","< 3.56e-8","-","-","-","90.28","1e-8","0","bin829.log"
"Jun 28 2024","2460489.9999537035","741268801","0","< 3.20e-8","-","-","-","97.54","1e-8","0","bin830.log"
"Jul 05 2024","2460496.9999537035","741873601","0","< 2.91e-8","-","-","-","104.77","1e-8","0","bin831.log"
"Jul 12 2024","2460503.9999537035","742478401","0.04","< 4.94e-8","-","-","-","111.93","1e-8","0","bin832.log"
"Jul 19 2024","2460510.9999537035","743083201","0","< 4.41e-8","-","-","-","118.98","1e-8","0","bin833.log"
"Jul 26 2024","2460517.9999537035","743688001","0","< 3.44e-8","-","-","-","125.91","1e-8","0","bin834.log"
"Aug 02 2024","2460524.9999537035","744292801","0.21","< 6.26e-8","-","-","-","132.65","1e-8","0","bin835.log"
"Aug 09 2024","2460531.9999537035","744897601","0","< 3.92e-8","-","-","-","139.14","1e-8","0","bin836.log"
"Aug 16 2024","2460538.9999537035","745502401","0","< 4.92e-8","-","-","-","145.27","1e-8","0","bin837.log"
"Aug 23 2024","2460545.9999537035","746107201","0.5","< 6.15e-8","-","-","-","150.87","1e-8","0","bin838.log"
"Aug 30 2024","2460552.9999537035","746712001","0","< 2.78e-8","-","-","-","155.62","1e-8","0","bin839.log"
"Sep 13 2024","2460566.9999537035","747921601","0","< 5.81e-8","-","-","-","160.40","1e-8","0","bin841.log"
"Sep 20 2024","2460573.9999537035","748526401","0","< 4.67e-8","-","-","-","159.45","1e-8","0","bin842.log"
"Sep 27 2024","2460580.9999537035","749131201","0","< 5.88e-8","-","-","-","156.51","1e-8","0","bin843.log"
"Oct 04 2024","2460587.9999537035","749736001","0","< 5.32e-8","-","-","-","152.26","1e-8","0","bin844.log"
"Oct 11 2024","2460594.9999537035","750340801","0","< 1.79e-7","-","-","-","147.26","1e-8","0","bin845.log"
"Oct 18 2024","2460601.9999537035","750945601","0.15","< 3.32e-7","-","-","-","141.85","1e-8","0","bin846.log"
"Oct 25 2024","2460608.9999537035","751550401","0","< 4.85e-8","-","-","-","136.23","1e-8","0","bin847.log"
"Nov 01 2024","2460615.9999537035","752155201","8.62","7.61e-8","3.20e-8","-2.55","-","130.51","1e-8","0","bin848.log"
"Nov 08 2024","2460622.9999537035","752760001","4.14","5.44e-8","3.20e-8","-2.55","-","124.77","1e-8","0","bin849.log"
"Nov 15 2024","2460629.9999537035","753364801","2.24","< 7.46e-8","-","-","-","119.05","1e-8","0","bin850.log"
"Nov 22 2024","2460636.9999537035","753969601","1.43","< 7.35e-8","-","-","-","113.37","1e-8","0","bin851.log"
"Nov 29 2024","2460643.9999537035","754574401","1.97","< 7.40e-8","-","-","-","107.74","1e-8","0","bin852.log"
"Dec 06 2024","2460650.9999537035","755179201","0","< 3.88e-8","-","-","-","102.15","1e-8","0","bin853.log"
"Dec 13 2024","2460657.9999537035","755784001","1.46","< 7.37e-8","-","-","-","96.61","1e-8","0","bin854.log"
"Dec 20 2024","2460664.9999537035","756388801","0.23","< 7.90e-8","-","-","-","91.08","1e-8","0","bin855.log"
"Jan 03 2025","2460678.9999537035","757598401","6.22","9.26e-8","4.39e-8","-2.55","-","79.99","1e-8","0","bin857.log"
"Jan 10 2025","2460685.9999537035","758203201","23.65","8.14e-8","2.29e-8","-2.55","-","74.37","1e-8","0","bin858.log"
"Jan 17 2025","2460692.9999537035","758808001","29.31","9.07e-8","2.25e-8","-2.55","-","68.70","1e-8","0","bin859.log"
"Jan 24 2025","2460699.9999537035","759412801","0.05","< 4.35e-8","-","-","-","62.95","1e-8","0","bin860.log"
"Jan 31 2025","2460706.9999537035","760017601","5.68","5.32e-8","2.85e-8","-2.55","-","57.15","1e-8","0","bin861.log"
"Feb 07 2025","2460713.9999537035","760622401","47.51","2.04e-7","4.10e-8","-2.55","-","51.31","1e-8","0","bin862.log"
"Feb 14 2025","2460720.9999537035","761227201","23.78","1.27e-7","3.64e-8","-2.55","-","45.47","1e-8","0","bin863.log"
"Feb 21 2025","2460727.9999537035","761832001","9.6","8.27e-8","4.83e-8","-2.55","-","39.69","1e-8","0","bin864.log"
"Feb 28 2025","2460734.9999537035","762436801","27.7","1.21e-7","3.31e-8","-2.55","-","34.08","1e-8","0","bin865.log"
"Mar 07 2025","2460741.9999537035","763041601","4.47","4.42e-8","2.68e-8","-2.55","-","28.81","1e-8","0","bin866.log"
"Mar 14 2025","2460748.9999537035","763646401","1.21","< 6.83e-8","-","-","-","24.20","1e-8","0","bin867.log"
"Mar 21 2025","2460755.9999537035","764251201","4.24","7.21e-8","4.80e-8","-2.55","-","20.78","1e-8","0","bin868.log"
"Mar 28 2025","2460762.9999537035","764856001","5.38","6.08e-8","3.37e-8","-2.55","-","19.29","1e-8","0","bin869.log"
"Apr 04 2025","2460769.9999537035","765460801","1.45","< 8.06e-8","-","-","-","20.24","1e-8","0","bin870.log"
"Apr 11 2025","2460776.9999537035","766065601","0","< 6.07e-8","-","-","-","23.39","1e-8","0","bin871.log"
"Apr 18 2025","2460783.9999537035","766670401","1.88","< 9.35e-8","-","-","-","28.07","1e-8","0","bin872.log"
"Apr 25 2025","2460790.9999537035","767275201","0","< 4.53e-8","-","-","-","33.67","1e-8","0","bin873.log"
"May 02 2025","2460797.9999537035","767880001","2.27","< 9.02e-8","-","-","-","39.85","1e-8","0","bin874.log"
"May 09 2025","2460804.9999537035","768484801","0.37","< 6.61e-8","-","-","-","46.40","1e-8","0","bin875.log"
"May 16 2025","2460811.9999537035","769089601","1.67","< 8.21e-8","-","-","-","53.20","1e-8","0","bin876.log"
"May 23 2025","2460818.9999537035","769694401","4.25","4.78e-8","2.71e-8","-2.55","-","60.17","1e-8","0","bin877.log"
"May 30 2025","2460825.9999537035","770299201","0.16","< 6.36e-8","-","-","-","67.27","1e-8","0","bin878.log"
"Jun 06 2025","2460832.9999537035","770904001","3.69","< 9.53e-8","-","-","-","74.47","1e-8","0","bin879.log"
"Jun 13 2025","2460839.9999537035","771508801","2.15","< 7.77e-8","-","-","-","81.71","1e-8","0","bin880.log"
"Jun 20 2025","2460846.9999537035","772113601","0","< 2.49e-8","-","-","-","88.99","1e-8","0","bin881.log"
"Jun 27 2025","2460853.9999537035","772718401","5.16","3.50e-8","2.02e-8","-2.55","-","96.26","1e-8","0","bin882.log"
"Jul 11 2025","2460867.9999537035","773928001","0.68","< 5.72e-8","-","-","-","110.66","1e-8","0","bin884.log"
"Jul 18 2025","2460874.9999537035","774532801","34.91","1.21e-7","2.99e-8","-2.55","-","117.74","1e-8","0","bin885.log"
"Jul 25 2025","2460881.9999537035","775137601","24.52","1.08e-7","3.05e-8","-2.55","-","124.69","1e-8","0","bin886.log"
"Aug 01 2025","2460888.9999537035","775742401","1.55","< 8.52e-8","-","-","-","131.47","1e-8","0","bin887.log"
"Aug 08 2025","2460895.9999537035","776347201","0","< 4.49e-8","-","-","-","138.01","1e-8","0","bin888.log"
"Aug 15 2025","2460902.9999537035","776952001","3.4","< 8.09e-8","-","-","-","144.22","1e-8","0","bin889.log"
"Aug 22 2025","2460909.9999537035","777556801","1.65","< 7.71e-8","-","-","-","149.93","1e-8","0","bin890.log"
"Aug 29 2025","2460916.9999537035","778161601","0","< 3.28e-8","-","-","-","154.86","1e-8","0","bin891.log"
"Sep 05 2025","2460923.9999537035","778766401","1.91","< 6.30e-8","-","-","-","158.54","1e-8","0","bin892.log"
"Sep 12 2025","2460930.9999537035","779371201","0","< 6.40e-8","-","-","-","160.33","1e-8","0","bin893.log"
"Sep 19 2025","2460937.9999537035","779976001","0","< 5.81e-8","-","-","-","159.79","1e-8","0","bin894.log"
"Sep 26 2025","2460944.9999537035","780580801","1.98","< 1.10e-7","-","-","-","157.15","1e-8","0","bin895.log"
"Oct 03 2025","2460951.9999537035","781185601","0","< 4.44e-8","-","-","-","153.08","1e-8","0","bin896.log"
"Oct 10 2025","2460958.9999537035","781790401","0","< 1.10e-7","-","-","-","148.18","1e-8","0","bin897.log"
"Oct 17 2025","2460965.9999537035","782395201","0.08","< 5.06e-7","-","-","-","142.83","1e-8","0","bin898.log"
"Oct 24 2025","2460972.9999537035","783000001","0.05","< 5.57e-8","-","-","-","137.24","1e-8","0","bin899.log"
"Oct 31 2025","2460979.9999537035","783604801","7.48","6.99e-8","3.26e-8","-2.55","-","131.53","1e-8","0","bin900.log"
"Nov 07 2025","2460986.9999537035","784209601","0.52","< 7.19e-8","-","-","-","125.79","1e-8","0","bin901.log"
"Nov 14 2025","2460993.9999537035","784814401","3.86","< 1.62e-7","-","-","-","120.06","1e-8","0","bin902.log"
"Nov 21 2025","2461000.9999537035","785419201","0.86","< 6.76e-8","-","-","-","114.37","1e-8","0","bin903.log"
"Nov 28 2025","2461007.9999537035","786024001","0.94","< 7.12e-8","-","-","-","108.73","1e-8","0","bin904.log"
"Dec 05 2025","2461014.9999537035","786628801","2.89","< 7.39e-8","-","-","-","103.14","1e-8","0","bin905.log"
"Dec 12 2025","2461021.9999537035","787233601","8.41","5.38e-8","2.77e-8","-2.55","-","97.59","1e-8","0","bin906.log"
"Dec 19 2025","2461028.9999537035","787838401","0","< 4.22e-8","-","-","-","92.06","1e-8","0","bin907.log"
"Dec 26 2025","2461035.9999537035","788443201","2.19","< 8.81e-8","-","-","-","86.53","1e-8","0","bin908.log"
"Jan 02 2026","2461042.9999537035","789048001","2.27","< 7.39e-8","-","-","-","80.98","1e-8","0","bin909.log"
"Jan 09 2026","2461049.9999537035","789652801","0.87","< 5.11e-8","-","-","-","75.37","1e-8","0","bin910.log"
"Jan 16 2026","2461056.9999537035","790257601","1.63","< 4.98e-8","-","-","-","69.71","1e-8","0","bin911.log"
"Jan 23 2026","2461063.9999537035","790862401","0.21","< 5.18e-8","-","-","-","63.98","1e-8","0","bin912.log"
"Jan 30 2026","2461070.9999537035","791467201","8.18","6.63e-8","2.82e-8","-2.55","-","58.18","1e-8","0","bin913.log"
"Feb 06 2026","2461077.9999537035","792072001","0","< 4.12e-8","-","-","-","52.35","1e-8","0","bin914.log"
"Feb 13 2026","2461084.9999537035","792676801","0","< 4.38e-8","-","-","-","46.50","1e-8","0","bin915.log"
"Feb 20 2026","2461091.9999537035","793281601","8.38","6.04e-8","2.80e-8","-2.55","-","40.70","1e-8","0","bin916.log"
"Feb 27 2026","2461098.9999537035","793886401","5.19","3.92e-8","2.29e-8","-2.55","-","35.05","1e-8","0","bin917.log"
"Mar 06 2026","2461105.9999537035","794491201","0","< 4.65e-8","-","-","-","29.70","1e-8","0","bin918.log"
"Mar 13 2026","2461112.9999537035","795096001","6.25","5.08e-8","2.90e-8","-2.55","-","24.95","1e-8","0","bin919.log"
"Mar 20 2026","2461119.9999537035","795700801","0.06","< 1.11e-7","-","-","-","21.27","1e-8","0","bin920.log"
"Mar 27 2026","2461126.9999537035","796305601","10.23","8.98e-8","3.69e-8","-2.55","-","19.38","1e-8","0","bin921.log"
"Apr 03 2026","2461133.9999537035","796910401","3.73","< 1.04e-7","-","-","-","19.89","1e-8","0","bin922.log"
